# id	file_path	transparent_color_r	g	b
[TEXTURES]
31	Resources\world1-3_extra_bank.png	255	255	255
[TILE_MAP]
Resources\Tilemap\world1-3_extra.txt
[SPRITES]
# ==== Brick ==== 
#22001	0	0	16	16	31
#22002	48	0	64	16	31
#22003	64	0	80	16	31
#22004	16	0	32	16	31
#22005	32	0	48	16	31
# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
# ==== Brick =========
#6221	22001	100
#6222	22002	100
#6223	22003	100
#6224	22004	100
#6225	22005	100
# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
# Brick
#426	6221
#120	6222
#121	6223
#122	6224
#123	6225
[GRID]
Resources/Scene/World1-3/world1-3_Extra_GridInfo.txt
[OBJECTS]
#Resources\Scene\World1-1\world1-1-1_Grid.txt
# type	x	y	ani_set_id	tag	tag1	tag2	tag3	id	row	col	
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas, 4 = Block
# MARIO
# [BRICK]
# ---- platform brick ----
1	0	417	0	1	0	0	0	1	3	0
1	16	417	0	1	0	0	0	2	3	0
1	32	417	0	1	0	0	0	3	3	0
1	48	417	0	1	0	0	0	4	3	0
1	64	417	0	1	0	0	0	5	3	0
1	80	417	0	1	0	0	0	6	3	0
1	96	417	0	1	0	0	0	7	3	0
1	112	417	0	1	0	0	0	8	3	0
1	128	417	0	1	0	0	0	9	3	0
1	144	417	0	1	0	0	0	10	3	1
1	160	417	0	1	0	0	0	11	3	1
1	176	417	0	1	0	0	0	12	3	1
1	192	417	0	1	0	0	0	13	3	1
1	208	417	0	1	0	0	0	14	3	1
1	224	417	0	1	0	0	0	15	3	1
1	240	417	0	1	0	0	0	16	3	1
1	256	417	0	1	0	0	0	17	3	1
1	272	417	0	1	0	0	0	18	3	2
1	288	417	0	1	0	0	0	19	3	2
1	304	417	0	1	0	0	0	20	3	2
1	320	417	0	1	0	0	0	21	3	2
1	336	417	0	1	0	0	0	22	3	2
1	352	417	0	1	0	0	0	23	3	2
1	368	417	0	1	0	0	0	24	3	2
1	384	417	0	1	0	0	0	25	3	2
1	400	417	0	1	0	0	0	26	3	2
1	416	417	0	1	0	0	0	27	3	3
1	432	417	0	1	0	0	0	28	3	3
1	448	417	0	1	0	0	0	29	3	3
1	464	417	0	1	0	0	0	30	3	3
1	480	417	0	1	0	0	0	31	3	3
1	496	417	0	1	0	0	0	32	3	3
1	512	417	0	1	0	0	0	33	3	3
1	528	417	0	1	0	0	0	34	3	3
1	544	417	0	1	0	0	0	35	3	3
1	560	417	0	1	0	0	0	36	3	3
1	576	417	0	1	0	0	0	37	3	3
1	592	417	0	1	0	0	0	38	3	3
1	608	417	0	1	0	0	0	39	3	3
1	624	417	0	1	0	0	0	40	3	3
1	640	417	0	1	0	0	0	41	3	4
1	656	417	0	1	0	0	0	42	3	4
1	672	417	0	1	0	0	0	43	3	4
1	688	417	0	1	0	0	0	44	3	4
1	704	417	0	1	0	0	0	45	3	5
1	720	417	0	1	0	0	0	46	3	5
1	736	417	0	1	0	0	0	47	3	5
1	752	417	0	1	0	0	0	48	3	5
1	768	417	0	1	0	0	0	49	3	5
1	784	417	0	1	0	0	0	50	3	5
1	800	417	0	1	0	0	0	51	3	5
1	816	417	0	1	0	0	0	52	3	6
1	832	417	0	1	0	0	0	53	3	6
1	848	417	0	1	0	0	0	54	3	6
1	864	417	0	1	0	0	0	55	3	6
1	880	417	0	1	0	0	0	56	3	6
1	896	417	0	1	0	0	0	57	3	6
1	912	417	0	1	0	0	0	58	3	6
1	928	417	0	1	0	0	0	59	3	6
1	944	417	0	1	0	0	0	60	3	6
1	960	417	0	1	0	0	0	61	3	7
1	976	417	0	1	0	0	0	62	3	7
1	992	417	0	1	0	0	0	63	3	7
1	1008	417	0	1	0	0	0	64	3	7
1	1024	417	0	1	0	0	0	65	3	7
# --- COIN ---
6	140	351	6	0	0	0	0	66	2	1
6	179	351	6	0	0	0	0	67	2	1
6	225	351	6	0	0	0	0	68	2	1
6	269	351	6	0	0	0	0	69	2	1
6	324	351	6	0	0	0	0	70	2	2
6	371	351	6	0	0	0	0	71	2	2
6	414	351	6	0	0	0	0	72	2	3
6	471	351	6	0	0	0	0	73	2	3
6	509	351	6	0	0	0	0	74	2	3
6	556	351	6	0	0	0	0	75	2	3
6	599	351	6	0	0	0	0	76	2	3
6	648	351	6	0	0	0	0	77	2	3
6	694	351	6	0	0	0	0	78	2	5
6	738	351	6	0	0	0	0	79	2	5
6	790	351	6	0	0	0	0	80	2	5
6	829	351	6	0	0	0	0	81	2	6
6	875	351	6	0	0	0	0	82	2	6
6	919	351	6	0	0	0	0	83	2	6
6	159	332	6	0	0	0	0	84	2	1
6	203	332	6	0	0	0	0	85	2	1
6	248	332	6	0	0	0	0	86	2	1
6	305	332	6	0	0	0	0	87	2	2
6	349	332	6	0	0	0	0	88	2	2
6	393	332	6	0	0	0	0	89	2	2
6	435	332	6	0	0	0	0	90	2	3
6	490	332	6	0	0	0	0	91	2	3
6	534	332	6	0	0	0	0	92	2	3
6	578	332	6	0	0	0	0	93	2	3
6	628	332	6	0	0	0	0	94	2	3
6	672	332	6	0	0	0	0	95	2	3
6	717	332	6	0	0	0	0	96	2	5
6	758	332	6	0	0	0	0	97	2	5
6	809	332	6	0	0	0	0	98	2	5
6	853	332	6	0	0	0	0	99	2	6
6	898	332	6	0	0	0	0	100	2	6
6	604	132	6	0	0	0	0	101	1	4
6	622	132	6	0	0	0	0	102	1	4
6	640	132	6	0	0	0	0	103	1	4
6	586	150	6	0	0	0	0	104	1	4
6	604	150	6	0	0	0	0	105	1	4
6	640	150	6	0	0	0	0	106	1	4
6	657	150	6	0	0	0	0	107	1	4
6	569	167	6	0	0	0	0	108	1	4
6	586	167	6	0	0	0	0	109	1	4
6	657	167	6	0	0	0	0	110	1	4
6	674	167	6	0	0	0	0	111	1	4
6	569	185	6	0	0	0	0	112	1	4
6	674	185	6	0	0	0	0	113	1	4
6	569	202	6	0	0	0	0	114	1	4
6	586	202	6	0	0	0	0	115	1	4
6	657	202	6	0	0	0	0	116	1	4
6	674	202	6	0	0	0	0	117	1	4
6	586	220	6	0	0	0	0	118	1	4
6	604	220	6	0	0	0	0	119	1	4
6	639	220	6	0	0	0	0	120	1	4
6	657	220	6	0	0	0	0	121	1	4
6	604	238	6	0	0	0	0	122	1	4
6	622	238	6	0	0	0	0	123	1	4
6	640	238	6	0	0	0	0	124	1	4
# --- BRICK_ITEM ---
142	622	185	42	 42	4	1	0	125	1	4
# --- PIPE ---
1	847	368	10	0	0	0	0	126	2	6
1	862	368	11	0	0	0	0	127	2	6
1	847	383	13	0	0	0	0	128	3	6
1	863	383	14	0	0	0	0	129	3	6
1	847	399	13	0	0	0	0	130	3	6
1	863	399	14	0	0	0	0	131	3	6
1	847	415	13	0	0	0	0	132	3	6
1	863	415	14	0	0	0	0	133	3	6
# --- SCENE PIPE PORTAL ---
#type	x	y	ani	scene	tag start_x start_y	pipeUp
500	847	365	0	2	2	620	300	0

